locus_tag	ftype	length_bp	gene	EC_number	COG	product
NMFCLPAD_00022	gene	2538				
NMFCLPAD_00022	CDS	2538		3.2.1.177	COG1501	Alpha-xylosidase BoGH31A
NMFCLPAD_00023	gene	594				
NMFCLPAD_00023	CDS	594				hypothetical protein
NMFCLPAD_00024	gene	891	abn-ts			
NMFCLPAD_00024	CDS	891	abn-ts	3.2.1.99		Intracellular endo-alpha-(1->5)-L-arabinanase
NMFCLPAD_00025	gene	705				
NMFCLPAD_00025	CDS	705				hypothetical protein
NMFCLPAD_00026	gene	2517				
NMFCLPAD_00026	CDS	2517				hypothetical protein
NMFCLPAD_00027	gene	201				
NMFCLPAD_00027	CDS	201				hypothetical protein
NMFCLPAD_00028	gene	1911	axe1-6A			
NMFCLPAD_00028	CDS	1911	axe1-6A		COG2382	Carbohydrate acetyl esterase/feruloyl esterase
NMFCLPAD_00029	gene	882				
NMFCLPAD_00029	CDS	882				hypothetical protein
NMFCLPAD_00030	gene	426				
NMFCLPAD_00030	CDS	426				hypothetical protein
NMFCLPAD_00031	gene	108				
NMFCLPAD_00031	CDS	108				hypothetical protein
NMFCLPAD_00032	gene	918				
NMFCLPAD_00032	CDS	918				hypothetical protein
NMFCLPAD_00033	gene	426				
NMFCLPAD_00033	CDS	426				hypothetical protein
NMFCLPAD_00034	gene	297				
NMFCLPAD_00034	CDS	297				hypothetical protein
NMFCLPAD_00035	gene	1458				
NMFCLPAD_00035	CDS	1458				hypothetical protein
NMFCLPAD_00036	gene	939				
NMFCLPAD_00036	CDS	939				hypothetical protein
NMFCLPAD_00037	gene	1260				
NMFCLPAD_00037	CDS	1260				hypothetical protein
NMFCLPAD_00038	gene	1512				
NMFCLPAD_00038	CDS	1512				hypothetical protein
NMFCLPAD_00039	gene	2208				
NMFCLPAD_00039	CDS	2208				hypothetical protein
NMFCLPAD_00040	gene	1074				
NMFCLPAD_00040	CDS	1074				hypothetical protein
NMFCLPAD_00041	gene	1806				
NMFCLPAD_00041	CDS	1806				hypothetical protein
NMFCLPAD_00042	gene	2868				
NMFCLPAD_00042	CDS	2868				TonB-dependent receptor P3
NMFCLPAD_00043	gene	1965				
NMFCLPAD_00043	CDS	1965				hypothetical protein
NMFCLPAD_00044	gene	3147				
NMFCLPAD_00044	CDS	3147				TonB-dependent receptor P3
NMFCLPAD_00045	gene	1395				
NMFCLPAD_00045	CDS	1395				hypothetical protein
NMFCLPAD_00046	gene	4107	rcsC_1			
NMFCLPAD_00046	CDS	4107	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NMFCLPAD_00047	gene	1671				
NMFCLPAD_00047	CDS	1671		3.2.1.55	COG3507	Non-reducing end alpha-L-arabinofuranosidase BoGH43A
NMFCLPAD_00048	gene	879	yfkN_1			
NMFCLPAD_00048	CDS	879	yfkN_1		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
NMFCLPAD_00049	gene	777				
NMFCLPAD_00049	CDS	777				hypothetical protein
NMFCLPAD_00050	gene	366	rplS			
NMFCLPAD_00050	CDS	366	rplS		COG0335	50S ribosomal protein L19
NMFCLPAD_00051	gene	225				
NMFCLPAD_00051	CDS	225				hypothetical protein
NMFCLPAD_00052	gene	1185	purH_1			
NMFCLPAD_00052	CDS	1185	purH_1	3.5.4.10		Bifunctional purine biosynthesis protein PurH
NMFCLPAD_00053	gene	201				
NMFCLPAD_00053	CDS	201				hypothetical protein
NMFCLPAD_00054	gene	1203				
NMFCLPAD_00054	CDS	1203				hypothetical protein
NMFCLPAD_00055	gene	840				
NMFCLPAD_00055	CDS	840		1.10.3.-	COG1496	Polyphenol oxidase
NMFCLPAD_00056	gene	1161	obg			
NMFCLPAD_00056	CDS	1161	obg	3.6.5.-		GTPase Obg
NMFCLPAD_00057	gene	573	adk			
NMFCLPAD_00057	CDS	573	adk	2.7.4.3	COG0563	Adenylate kinase
NMFCLPAD_00058	gene	102				
NMFCLPAD_00058	CDS	102				hypothetical protein
NMFCLPAD_00059	gene	243				
NMFCLPAD_00059	CDS	243				hypothetical protein
NMFCLPAD_00060	gene	540	hpt			
NMFCLPAD_00060	CDS	540	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
NMFCLPAD_00061	gene	1515	nnr			
NMFCLPAD_00061	CDS	1515	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
NMFCLPAD_00062	gene	1008				
NMFCLPAD_00062	CDS	1008				hypothetical protein
NMFCLPAD_00063	gene	585				
NMFCLPAD_00063	CDS	585				hypothetical protein
NMFCLPAD_00064	gene	1428				
NMFCLPAD_00064	CDS	1428				hypothetical protein
NMFCLPAD_00065	gene	1461				
NMFCLPAD_00065	CDS	1461				hypothetical protein
NMFCLPAD_00066	gene	1116				
NMFCLPAD_00066	CDS	1116				hypothetical protein
NMFCLPAD_00067	gene	1746				
NMFCLPAD_00067	CDS	1746				hypothetical protein
NMFCLPAD_00068	gene	1893				
NMFCLPAD_00068	CDS	1893				hypothetical protein
NMFCLPAD_00069	gene	1881				
NMFCLPAD_00069	CDS	1881				hypothetical protein
NMFCLPAD_00070	gene	810				
NMFCLPAD_00070	CDS	810				hypothetical protein
NMFCLPAD_00071	gene	483				
NMFCLPAD_00071	CDS	483				hypothetical protein
NMFCLPAD_00072	gene	1014	fda			
NMFCLPAD_00072	CDS	1014	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
NMFCLPAD_00073	gene	150				
NMFCLPAD_00073	CDS	150				hypothetical protein
NMFCLPAD_00074	gene	1227	fucP_1			
NMFCLPAD_00074	CDS	1227	fucP_1		COG0738	L-fucose-proton symporter
NMFCLPAD_00075	gene	3105				
NMFCLPAD_00075	CDS	3105				hypothetical protein
NMFCLPAD_00076	gene	207				
NMFCLPAD_00076	CDS	207				hypothetical protein
NMFCLPAD_00077	gene	825				
NMFCLPAD_00077	CDS	825				hypothetical protein
NMFCLPAD_00078	gene	492				
NMFCLPAD_00078	CDS	492				hypothetical protein
NMFCLPAD_00079	gene	996	rpoA			
NMFCLPAD_00079	CDS	996	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
NMFCLPAD_00080	gene	606	rpsD			
NMFCLPAD_00080	CDS	606	rpsD			30S ribosomal protein S4
NMFCLPAD_00081	gene	390	rpsK			
NMFCLPAD_00081	CDS	390	rpsK			30S ribosomal protein S11
NMFCLPAD_00082	gene	381	rpsM			
NMFCLPAD_00082	CDS	381	rpsM			30S ribosomal protein S13
NMFCLPAD_00083	gene	117				
NMFCLPAD_00083	CDS	117				hypothetical protein
NMFCLPAD_00084	gene	219	infA			
NMFCLPAD_00084	CDS	219	infA			Translation initiation factor IF-1
NMFCLPAD_00085	gene	1338	secY			
NMFCLPAD_00085	CDS	1338	secY		COG0201	Protein translocase subunit SecY
NMFCLPAD_00086	gene	447	rplO			
NMFCLPAD_00086	CDS	447	rplO		COG0200	50S ribosomal protein L15
NMFCLPAD_00087	gene	177	rpmD			
NMFCLPAD_00087	CDS	177	rpmD		COG1841	50S ribosomal protein L30
NMFCLPAD_00088	gene	507	rpsE			
NMFCLPAD_00088	CDS	507	rpsE		COG0098	30S ribosomal protein S5
NMFCLPAD_00089	gene	345	rplR			
NMFCLPAD_00089	CDS	345	rplR		COG0256	50S ribosomal protein L18
NMFCLPAD_00090	gene	573	rplF			
NMFCLPAD_00090	CDS	573	rplF		COG0097	50S ribosomal protein L6
NMFCLPAD_00091	gene	396	rpsH			
NMFCLPAD_00091	CDS	396	rpsH		COG0096	30S ribosomal protein S8
NMFCLPAD_00092	gene	303	rpsN			
NMFCLPAD_00092	CDS	303	rpsN		COG0199	30S ribosomal protein S14
NMFCLPAD_00093	gene	555	rplE			
NMFCLPAD_00093	CDS	555	rplE		COG0094	50S ribosomal protein L5
NMFCLPAD_00094	gene	318	rplX			
NMFCLPAD_00094	CDS	318	rplX		COG0198	50S ribosomal protein L24
NMFCLPAD_00095	gene	366	rplN			
NMFCLPAD_00095	CDS	366	rplN		COG0093	50S ribosomal protein L14
NMFCLPAD_00096	gene	258	rpsQ			
NMFCLPAD_00096	CDS	258	rpsQ			30S ribosomal protein S17
NMFCLPAD_00097	gene	195				
NMFCLPAD_00097	CDS	195				hypothetical protein
NMFCLPAD_00098	gene	429	rplP			
NMFCLPAD_00098	CDS	429	rplP		COG0197	50S ribosomal protein L16
NMFCLPAD_00099	gene	732	rpsC			
NMFCLPAD_00099	CDS	732	rpsC		COG0092	30S ribosomal protein S3
NMFCLPAD_00100	gene	405				
NMFCLPAD_00100	CDS	405				hypothetical protein
NMFCLPAD_00101	gene	267	rpsS			
NMFCLPAD_00101	CDS	267	rpsS			30S ribosomal protein S19
NMFCLPAD_00102	gene	828	rplB			
NMFCLPAD_00102	CDS	828	rplB		COG0090	50S ribosomal protein L2
NMFCLPAD_00103	gene	294	rplW			
NMFCLPAD_00103	CDS	294	rplW		COG0089	50S ribosomal protein L23
NMFCLPAD_00104	gene	630	rplD			
NMFCLPAD_00104	CDS	630	rplD			50S ribosomal protein L4
NMFCLPAD_00105	gene	615	rplC			
NMFCLPAD_00105	CDS	615	rplC		COG0087	50S ribosomal protein L3
NMFCLPAD_00106	gene	306	rpsJ			
NMFCLPAD_00106	CDS	306	rpsJ		COG0051	30S ribosomal protein S10
NMFCLPAD_00107	gene	2115	fusB			
NMFCLPAD_00107	CDS	2115	fusB		COG0480	Elongation factor G 2
NMFCLPAD_00108	gene	477	rpsG			
NMFCLPAD_00108	CDS	477	rpsG		COG0049	30S ribosomal protein S7
NMFCLPAD_00109	gene	381	rpsL			
NMFCLPAD_00109	CDS	381	rpsL			30S ribosomal protein S12
NMFCLPAD_00110	gene	327				
NMFCLPAD_00110	CDS	327				hypothetical protein
NMFCLPAD_00111	gene	4335	rpoC			
NMFCLPAD_00111	CDS	4335	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
NMFCLPAD_00112	gene	3813	rpoB			
NMFCLPAD_00112	CDS	3813	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
NMFCLPAD_00113	gene	378	rplL			
NMFCLPAD_00113	CDS	378	rplL		COG0222	50S ribosomal protein L7/L12
NMFCLPAD_00114	gene	519	rplJ			
NMFCLPAD_00114	CDS	519	rplJ		COG0244	50S ribosomal protein L10
NMFCLPAD_00115	gene	693	rplA			
NMFCLPAD_00115	CDS	693	rplA			50S ribosomal protein L1
NMFCLPAD_00116	gene	441	rplK			
NMFCLPAD_00116	CDS	441	rplK			50S ribosomal protein L11
NMFCLPAD_00117	gene	543	nusG			
NMFCLPAD_00117	CDS	543	nusG		COG0250	Transcription termination/antitermination protein NusG
NMFCLPAD_00118	gene	189				
NMFCLPAD_00118	CDS	189				hypothetical protein
NMFCLPAD_00119	gene	74				
NMFCLPAD_00119	tRNA	74				tRNA-Trp(cca)
NMFCLPAD_00120	gene	1197	tuf			
NMFCLPAD_00120	CDS	1197	tuf		COG0050	Elongation factor Tu
NMFCLPAD_00121	gene	73				
NMFCLPAD_00121	tRNA	73				tRNA-Thr(ggt)
NMFCLPAD_00122	gene	74				
NMFCLPAD_00122	tRNA	74				tRNA-Gly(tcc)
NMFCLPAD_00123	gene	83				
NMFCLPAD_00123	tRNA	83				tRNA-Tyr(gta)
NMFCLPAD_00124	gene	75				
NMFCLPAD_00124	tRNA	75				tRNA-Thr(tgt)
NMFCLPAD_00125	gene	300	hpf			
NMFCLPAD_00125	CDS	300	hpf			Ribosome hibernation promoting factor
NMFCLPAD_00126	gene	885	xerD_1			
NMFCLPAD_00126	CDS	885	xerD_1			Tyrosine recombinase XerD
NMFCLPAD_00127	gene	192				
NMFCLPAD_00127	CDS	192				hypothetical protein
NMFCLPAD_00128	gene	1788				
NMFCLPAD_00128	CDS	1788				hypothetical protein
NMFCLPAD_00129	gene	993	mdh			
NMFCLPAD_00129	CDS	993	mdh	1.1.1.37	COG0039	Malate dehydrogenase
NMFCLPAD_00130	gene	855				
NMFCLPAD_00130	CDS	855				hypothetical protein
NMFCLPAD_00131	gene	1203	patB			
NMFCLPAD_00131	CDS	1203	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
NMFCLPAD_00132	gene	525				
NMFCLPAD_00132	CDS	525				hypothetical protein
NMFCLPAD_00133	gene	1263	waaA			
NMFCLPAD_00133	CDS	1263	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
NMFCLPAD_00134	gene	1518	gltX			
NMFCLPAD_00134	CDS	1518	gltX	6.1.1.17	COG0008	Glutamate--tRNA ligase
NMFCLPAD_00135	gene	2100				
NMFCLPAD_00135	CDS	2100				hypothetical protein
NMFCLPAD_00136	gene	1641				
NMFCLPAD_00136	CDS	1641				hypothetical protein
NMFCLPAD_00137	gene	2271	priA			
NMFCLPAD_00137	CDS	2271	priA	3.6.4.-	COG1198	Primosomal protein N'
NMFCLPAD_00138	gene	615				
NMFCLPAD_00138	CDS	615				hypothetical protein
NMFCLPAD_00139	gene	1059				
NMFCLPAD_00139	CDS	1059				hypothetical protein
NMFCLPAD_00140	gene	1086				
NMFCLPAD_00140	CDS	1086				hypothetical protein
NMFCLPAD_00141	gene	732				
NMFCLPAD_00141	CDS	732				hypothetical protein
NMFCLPAD_00142	gene	1461	egtB			
NMFCLPAD_00142	CDS	1461	egtB	1.14.99.50		Hercynine oxygenase
NMFCLPAD_00143	gene	963				
NMFCLPAD_00143	CDS	963				hypothetical protein
NMFCLPAD_00144	gene	222				
NMFCLPAD_00144	CDS	222				hypothetical protein
NMFCLPAD_00145	gene	432				
NMFCLPAD_00145	CDS	432				hypothetical protein
NMFCLPAD_00146	gene	108				
NMFCLPAD_00146	rRNA	108				5S ribosomal RNA
NMFCLPAD_00147	gene	2890				
NMFCLPAD_00147	rRNA	2890				23S ribosomal RNA
NMFCLPAD_00148	gene	1529				
NMFCLPAD_00148	rRNA	1529				16S ribosomal RNA
NMFCLPAD_00149	gene	201				
NMFCLPAD_00149	CDS	201				hypothetical protein
NMFCLPAD_00150	gene	306				
NMFCLPAD_00150	CDS	306				hypothetical protein
NMFCLPAD_00151	gene	759	ybhL			
NMFCLPAD_00151	CDS	759	ybhL		COG0670	Inner membrane protein YbhL
NMFCLPAD_00152	gene	1020				
NMFCLPAD_00152	CDS	1020				hypothetical protein
NMFCLPAD_00153	gene	1329				
NMFCLPAD_00153	CDS	1329				hypothetical protein
NMFCLPAD_00154	gene	99				
NMFCLPAD_00154	CDS	99				hypothetical protein
NMFCLPAD_00155	gene	489	argR			
NMFCLPAD_00155	CDS	489	argR		COG1438	Arginine repressor
NMFCLPAD_00156	gene	612				
NMFCLPAD_00156	CDS	612				hypothetical protein
NMFCLPAD_00157	gene	1203	argG			
NMFCLPAD_00157	CDS	1203	argG	6.3.4.5		Argininosuccinate synthase
NMFCLPAD_00158	gene	1002	argC			
NMFCLPAD_00158	CDS	1002	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
NMFCLPAD_00159	gene	1143	argD			
NMFCLPAD_00159	CDS	1143	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
NMFCLPAD_00160	gene	102				
NMFCLPAD_00160	CDS	102				hypothetical protein
NMFCLPAD_00161	gene	369				
NMFCLPAD_00161	CDS	369				hypothetical protein
NMFCLPAD_00162	gene	522				
NMFCLPAD_00162	CDS	522				hypothetical protein
NMFCLPAD_00163	gene	1059				
NMFCLPAD_00163	CDS	1059				hypothetical protein
NMFCLPAD_00164	gene	2076				
NMFCLPAD_00164	CDS	2076				hypothetical protein
NMFCLPAD_00165	gene	783	proC			
NMFCLPAD_00165	CDS	783	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
NMFCLPAD_00166	gene	555				
NMFCLPAD_00166	CDS	555				hypothetical protein
NMFCLPAD_00167	gene	1659	acsA			
NMFCLPAD_00167	CDS	1659	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
NMFCLPAD_00168	gene	780	proB			
NMFCLPAD_00168	CDS	780	proB	2.7.2.11	COG0263	Glutamate 5-kinase
NMFCLPAD_00169	gene	225				
NMFCLPAD_00169	CDS	225				hypothetical protein
NMFCLPAD_00170	gene	219				
NMFCLPAD_00170	CDS	219				hypothetical protein
NMFCLPAD_00171	gene	423				
NMFCLPAD_00171	CDS	423				hypothetical protein
NMFCLPAD_00172	gene	774				
NMFCLPAD_00172	CDS	774				IS982 family transposase IS195
NMFCLPAD_00173	gene	2181	agaA			
NMFCLPAD_00173	CDS	2181	agaA	3.2.1.22		Alpha-galactosidase AgaA
NMFCLPAD_00174	gene	2307				
NMFCLPAD_00174	CDS	2307				hypothetical protein
NMFCLPAD_00175	gene	1617				
NMFCLPAD_00175	CDS	1617				hypothetical protein
NMFCLPAD_00176	gene	1419				
NMFCLPAD_00176	CDS	1419				hypothetical protein
NMFCLPAD_00177	gene	177				
NMFCLPAD_00177	CDS	177				hypothetical protein
NMFCLPAD_00178	gene	471				
NMFCLPAD_00178	CDS	471				hypothetical protein
NMFCLPAD_00179	gene	312				
NMFCLPAD_00179	CDS	312				hypothetical protein
NMFCLPAD_00180	gene	1287	proA			
NMFCLPAD_00180	CDS	1287	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
NMFCLPAD_00181	gene	963	argF'			
NMFCLPAD_00181	CDS	963	argF'	2.1.3.11		N-succinylornithine carbamoyltransferase
NMFCLPAD_00182	gene	1068	rutC			
NMFCLPAD_00182	CDS	1068	rutC	1.-.-.-		Putative aminoacrylate peracid reductase RutC
NMFCLPAD_00183	gene	342				
NMFCLPAD_00183	CDS	342				hypothetical protein
NMFCLPAD_00184	gene	1149				
NMFCLPAD_00184	CDS	1149				hypothetical protein
NMFCLPAD_00185	gene	996	ddlA			
NMFCLPAD_00185	CDS	996	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
NMFCLPAD_00186	gene	1164	rluD_1			
NMFCLPAD_00186	CDS	1164	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
NMFCLPAD_00187	gene	735				
NMFCLPAD_00187	CDS	735				hypothetical protein
NMFCLPAD_00188	gene	204				
NMFCLPAD_00188	CDS	204				hypothetical protein
NMFCLPAD_00189	gene	156	rpmH			
NMFCLPAD_00189	CDS	156	rpmH		COG0230	50S ribosomal protein L34
NMFCLPAD_00190	gene	567	efp			
NMFCLPAD_00190	CDS	567	efp		COG0231	Elongation factor P
NMFCLPAD_00191	gene	1059				
NMFCLPAD_00191	CDS	1059				hypothetical protein
NMFCLPAD_00192	gene	690				
NMFCLPAD_00192	CDS	690				hypothetical protein
NMFCLPAD_00193	gene	321	sufT			
NMFCLPAD_00193	CDS	321	sufT			Fe-S protein maturation auxiliary factor SufT
NMFCLPAD_00194	gene	765	lpxH			
NMFCLPAD_00194	CDS	765	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
NMFCLPAD_00195	gene	1047	kdgK			
NMFCLPAD_00195	CDS	1047	kdgK	2.7.1.45		2-dehydro-3-deoxygluconokinase
NMFCLPAD_00196	gene	1203	ackA			
NMFCLPAD_00196	CDS	1203	ackA	2.7.2.1	COG0282	Acetate kinase
NMFCLPAD_00197	gene	1047	pta			
NMFCLPAD_00197	CDS	1047	pta	2.3.1.8	COG0280	Phosphate acetyltransferase
NMFCLPAD_00198	gene	771	cdaA			
NMFCLPAD_00198	CDS	771	cdaA	2.7.7.85	COG1624	Cyclic di-AMP synthase CdaA
NMFCLPAD_00199	gene	846	folP			
NMFCLPAD_00199	CDS	846	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NMFCLPAD_00200	gene	105				
NMFCLPAD_00200	CDS	105				hypothetical protein
NMFCLPAD_00201	gene	114				
NMFCLPAD_00201	CDS	114				hypothetical protein
NMFCLPAD_00202	gene	105				
NMFCLPAD_00202	CDS	105				hypothetical protein
NMFCLPAD_00203	gene	222				
NMFCLPAD_00203	CDS	222				hypothetical protein
NMFCLPAD_00204	gene	1302	murF			
NMFCLPAD_00204	CDS	1302	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
NMFCLPAD_00205	gene	1128				
NMFCLPAD_00205	CDS	1128				hypothetical protein
NMFCLPAD_00206	gene	570	pdxT			
NMFCLPAD_00206	CDS	570	pdxT	4.3.3.6		Pyridoxal 5'-phosphate synthase subunit PdxT
NMFCLPAD_00207	gene	876	pdxS			
NMFCLPAD_00207	CDS	876	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
NMFCLPAD_00208	gene	1272				
NMFCLPAD_00208	CDS	1272				hypothetical protein
NMFCLPAD_00209	gene	963				
NMFCLPAD_00209	CDS	963				hypothetical protein
NMFCLPAD_00210	gene	492				
NMFCLPAD_00210	CDS	492				hypothetical protein
NMFCLPAD_00211	gene	738				
NMFCLPAD_00211	CDS	738				hypothetical protein
NMFCLPAD_00212	gene	2088				
NMFCLPAD_00212	CDS	2088				hypothetical protein
NMFCLPAD_00213	gene	2049				
NMFCLPAD_00213	CDS	2049				hypothetical protein
NMFCLPAD_00214	gene	2682				
NMFCLPAD_00214	CDS	2682				hypothetical protein
NMFCLPAD_00215	gene	1581				
NMFCLPAD_00215	CDS	1581				hypothetical protein
NMFCLPAD_00216	gene	903				
NMFCLPAD_00216	CDS	903				hypothetical protein
NMFCLPAD_00217	gene	1527				
NMFCLPAD_00217	CDS	1527				hypothetical protein
NMFCLPAD_00218	gene	2937	susC_1			
NMFCLPAD_00218	CDS	2937	susC_1			TonB-dependent receptor SusC
NMFCLPAD_00219	gene	2880	rhaR_1			
NMFCLPAD_00219	CDS	2880	rhaR_1			HTH-type transcriptional activator RhaR
NMFCLPAD_00220	gene	2451				
NMFCLPAD_00220	CDS	2451		3.2.1.23	COG3250	Beta-galactosidase BoGH2A
NMFCLPAD_00221	gene	1095	ganB			
NMFCLPAD_00221	CDS	1095	ganB	3.2.1.89	COG3867	Arabinogalactan endo-beta-1,4-galactanase
NMFCLPAD_00222	gene	1410				
NMFCLPAD_00222	CDS	1410				hypothetical protein
NMFCLPAD_00223	gene	1713	susD_1			
NMFCLPAD_00223	CDS	1713	susD_1			Starch-binding protein SusD
NMFCLPAD_00224	gene	2967	susC_2			
NMFCLPAD_00224	CDS	2967	susC_2			TonB-dependent receptor SusC
NMFCLPAD_00225	gene	2325				
NMFCLPAD_00225	CDS	2325				hypothetical protein
NMFCLPAD_00226	gene	357				
NMFCLPAD_00226	CDS	357				hypothetical protein
NMFCLPAD_00227	gene	74				
NMFCLPAD_00227	tRNA	74				tRNA-Phe(gaa)
NMFCLPAD_00228	gene	76				
NMFCLPAD_00228	tRNA	76				tRNA-Pro(cgg)
NMFCLPAD_00229	gene	933				
NMFCLPAD_00229	CDS	933				hypothetical protein
NMFCLPAD_00230	gene	1356				
NMFCLPAD_00230	CDS	1356				hypothetical protein
NMFCLPAD_00231	gene	1365				
NMFCLPAD_00231	CDS	1365				hypothetical protein
NMFCLPAD_00232	gene	501				
NMFCLPAD_00232	CDS	501		3.6.1.25	COG2954	Inorganic triphosphatase
NMFCLPAD_00233	gene	150				
NMFCLPAD_00233	CDS	150				hypothetical protein
NMFCLPAD_00234	gene	1128	prfB			
NMFCLPAD_00234	CDS	1128	prfB		COG1186	Peptide chain release factor RF2
NMFCLPAD_00235	gene	1809				
NMFCLPAD_00235	CDS	1809		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
NMFCLPAD_00236	gene	1065	dapE			
NMFCLPAD_00236	CDS	1065	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
NMFCLPAD_00237	gene	183				
NMFCLPAD_00237	CDS	183				hypothetical protein
NMFCLPAD_00238	gene	894	cysL			
NMFCLPAD_00238	CDS	894	cysL		COG0583	HTH-type transcriptional regulator CysL
NMFCLPAD_00239	gene	1017				
NMFCLPAD_00239	CDS	1017				hypothetical protein
NMFCLPAD_00240	gene	567				
NMFCLPAD_00240	CDS	567				hypothetical protein
NMFCLPAD_00241	gene	1392	ftsZ_1			
NMFCLPAD_00241	CDS	1392	ftsZ_1			Cell division protein FtsZ
NMFCLPAD_00242	gene	414				
NMFCLPAD_00242	CDS	414				hypothetical protein
NMFCLPAD_00243	gene	396				
NMFCLPAD_00243	CDS	396				hypothetical protein
NMFCLPAD_00244	gene	114				
NMFCLPAD_00244	CDS	114				hypothetical protein
NMFCLPAD_00245	gene	1782				
NMFCLPAD_00245	CDS	1782				hypothetical protein
NMFCLPAD_00246	gene	927				
NMFCLPAD_00246	CDS	927				hypothetical protein
NMFCLPAD_00247	gene	1851	lapB			
NMFCLPAD_00247	CDS	1851	lapB			Lipopolysaccharide assembly protein B
NMFCLPAD_00248	gene	438	dut			
NMFCLPAD_00248	CDS	438	dut	3.6.1.23		Deoxyuridine 5'-triphosphate nucleotidohydrolase
NMFCLPAD_00249	gene	1338	dgt			
NMFCLPAD_00249	CDS	1338	dgt	3.1.5.1		Deoxyguanosinetriphosphate triphosphohydrolase
NMFCLPAD_00250	gene	996				
NMFCLPAD_00250	CDS	996				hypothetical protein
NMFCLPAD_00251	gene	828				
NMFCLPAD_00251	CDS	828				hypothetical protein
NMFCLPAD_00252	gene	915	rsmH			
NMFCLPAD_00252	CDS	915	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
NMFCLPAD_00253	gene	507				
NMFCLPAD_00253	CDS	507				hypothetical protein
NMFCLPAD_00254	gene	2160	pbpB			
