locus_tag	ftype	length_bp	gene	EC_number	COG	product
PIJIFBEC_00086	CDS	876	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
PIJIFBEC_00087	gene	201				
PIJIFBEC_00087	CDS	201				hypothetical protein
PIJIFBEC_00088	gene	2769	rcsC_2			
PIJIFBEC_00088	CDS	2769	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
PIJIFBEC_00089	gene	1290	serS			
PIJIFBEC_00089	CDS	1290	serS	6.1.1.11	COG0172	Serine--tRNA ligase
PIJIFBEC_00090	gene	1305				
PIJIFBEC_00090	CDS	1305				hypothetical protein
PIJIFBEC_00091	gene	411				
PIJIFBEC_00091	CDS	411				hypothetical protein
PIJIFBEC_00092	gene	1266	lysN			
PIJIFBEC_00092	CDS	1266	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
PIJIFBEC_00093	gene	993	ddl_1			
PIJIFBEC_00093	CDS	993	ddl_1	6.3.2.4	COG1181	D-alanine--D-alanine ligase
PIJIFBEC_00094	gene	681	ydjF_1			
PIJIFBEC_00094	CDS	681	ydjF_1		COG1842	Phage shock protein A 
PIJIFBEC_00095	gene	1257				
PIJIFBEC_00095	CDS	1257				hypothetical protein
PIJIFBEC_00096	gene	681	ydjF_2			
PIJIFBEC_00096	CDS	681	ydjF_2		COG1842	Phage shock protein A 
PIJIFBEC_00097	gene	609				
PIJIFBEC_00097	CDS	609				hypothetical protein
PIJIFBEC_00098	gene	1011				
PIJIFBEC_00098	CDS	1011				hypothetical protein
PIJIFBEC_00099	gene	813				
PIJIFBEC_00099	CDS	813				hypothetical protein
PIJIFBEC_00100	gene	1095				
PIJIFBEC_00100	CDS	1095				hypothetical protein
PIJIFBEC_00101	gene	939	fbaB			
PIJIFBEC_00101	CDS	939	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
PIJIFBEC_00102	gene	1554	katA			
PIJIFBEC_00102	CDS	1554	katA	1.11.1.6		Catalase
PIJIFBEC_00103	gene	222				
PIJIFBEC_00103	CDS	222				hypothetical protein
PIJIFBEC_00104	gene	1512				
PIJIFBEC_00104	CDS	1512				hypothetical protein
PIJIFBEC_00105	gene	83				
PIJIFBEC_00105	tRNA	83				tRNA-Leu(caa)
PIJIFBEC_00106	gene	1428				
PIJIFBEC_00106	CDS	1428		3.4.13.-		Putative dipeptidase
PIJIFBEC_00107	gene	882				
PIJIFBEC_00107	CDS	882				hypothetical protein
PIJIFBEC_00108	gene	744	lytR			
PIJIFBEC_00108	CDS	744	lytR		COG3279	Sensory transduction protein LytR
PIJIFBEC_00109	gene	312				
PIJIFBEC_00109	CDS	312				hypothetical protein
PIJIFBEC_00110	gene	765				
PIJIFBEC_00110	CDS	765				hypothetical protein
PIJIFBEC_00111	gene	1707	pgi			
PIJIFBEC_00111	CDS	1707	pgi	5.3.1.9		Glucose-6-phosphate isomerase
PIJIFBEC_00112	gene	2580	hypF			
PIJIFBEC_00112	CDS	2580	hypF	6.2.-.-	COG0068	Carbamoyltransferase HypF
PIJIFBEC_00113	gene	258	hypC			
PIJIFBEC_00113	CDS	258	hypC		COG0298	Hydrogenase maturation factor HypC
PIJIFBEC_00114	gene	1107	hypD			
PIJIFBEC_00114	CDS	1107	hypD		COG0409	Hydrogenase maturation factor HypD
PIJIFBEC_00115	gene	4668				
PIJIFBEC_00115	CDS	4668				hypothetical protein
PIJIFBEC_00116	gene	1485	appC			
PIJIFBEC_00116	CDS	1485	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1
PIJIFBEC_00117	gene	1035	cydB			
PIJIFBEC_00117	CDS	1035	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
PIJIFBEC_00118	gene	1086				
PIJIFBEC_00118	CDS	1086				hypothetical protein
PIJIFBEC_00119	gene	2622	dmsA_1			
PIJIFBEC_00119	CDS	2622	dmsA_1	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
PIJIFBEC_00120	gene	573	dmsB_1			
PIJIFBEC_00120	CDS	573	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
PIJIFBEC_00121	gene	669	dmsD_1			
PIJIFBEC_00121	CDS	669	dmsD_1			Tat proofreading chaperone DmsD
PIJIFBEC_00122	gene	1665	rcsC_3			
PIJIFBEC_00122	CDS	1665	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
PIJIFBEC_00123	gene	714	walR_1			
PIJIFBEC_00123	CDS	714	walR_1		COG0745	Transcriptional regulatory protein WalR
PIJIFBEC_00124	gene	444	yqeY			
PIJIFBEC_00124	CDS	444	yqeY		COG1610	putative protein YqeY
PIJIFBEC_00125	gene	774				
PIJIFBEC_00125	CDS	774				hypothetical protein
PIJIFBEC_00126	gene	489				
PIJIFBEC_00126	CDS	489				hypothetical protein
PIJIFBEC_00127	gene	1977				
PIJIFBEC_00127	CDS	1977				hypothetical protein
PIJIFBEC_00128	gene	801				
PIJIFBEC_00128	CDS	801				hypothetical protein
PIJIFBEC_00129	gene	1383				
PIJIFBEC_00129	CDS	1383				hypothetical protein
PIJIFBEC_00130	gene	1134				
PIJIFBEC_00130	CDS	1134				hypothetical protein
PIJIFBEC_00131	gene	846				
PIJIFBEC_00131	CDS	846				hypothetical protein
PIJIFBEC_00132	gene	666	trkA_1			
PIJIFBEC_00132	CDS	666	trkA_1		COG0569	Trk system potassium uptake protein TrkA
PIJIFBEC_00133	gene	678	trkA_2			
PIJIFBEC_00133	CDS	678	trkA_2		COG0569	Trk system potassium uptake protein TrkA
PIJIFBEC_00134	gene	519				
PIJIFBEC_00134	CDS	519				hypothetical protein
PIJIFBEC_00135	gene	1344	purB			
PIJIFBEC_00135	CDS	1344	purB	4.3.2.2	COG0015	Adenylosuccinate lyase
PIJIFBEC_00136	gene	1461				
PIJIFBEC_00136	CDS	1461				hypothetical protein
PIJIFBEC_00137	gene	1527				
PIJIFBEC_00137	CDS	1527				hypothetical protein
PIJIFBEC_00138	gene	711	srrA_1			
PIJIFBEC_00138	CDS	711	srrA_1		COG0745	Transcriptional regulatory protein SrrA
PIJIFBEC_00139	gene	1596	sasA_1			
PIJIFBEC_00139	CDS	1596	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
PIJIFBEC_00140	gene	873	purC			
PIJIFBEC_00140	CDS	873	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
PIJIFBEC_00141	gene	657				
PIJIFBEC_00141	CDS	657				hypothetical protein
PIJIFBEC_00142	gene	3717	purL			
PIJIFBEC_00142	CDS	3717	purL	6.3.5.3		Phosphoribosylformylglycinamidine synthase
PIJIFBEC_00143	gene	750				
PIJIFBEC_00143	CDS	750				hypothetical protein
PIJIFBEC_00144	gene	222				
PIJIFBEC_00144	CDS	222				hypothetical protein
PIJIFBEC_00145	gene	348				
PIJIFBEC_00145	CDS	348				hypothetical protein
PIJIFBEC_00146	gene	984				
PIJIFBEC_00146	CDS	984				hypothetical protein
PIJIFBEC_00147	gene	1200				
PIJIFBEC_00147	CDS	1200				hypothetical protein
PIJIFBEC_00148	gene	522				
PIJIFBEC_00148	CDS	522			COG1302	Alkaline shock protein 23
PIJIFBEC_00149	gene	570				
PIJIFBEC_00149	CDS	570				hypothetical protein
PIJIFBEC_00150	gene	624				
PIJIFBEC_00150	CDS	624				hypothetical protein
PIJIFBEC_00151	gene	1233	moeA_1			
PIJIFBEC_00151	CDS	1233	moeA_1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
PIJIFBEC_00152	gene	396				
PIJIFBEC_00152	CDS	396				hypothetical protein
PIJIFBEC_00153	gene	555				
PIJIFBEC_00153	CDS	555				hypothetical protein
PIJIFBEC_00154	gene	2094				
PIJIFBEC_00154	CDS	2094				hypothetical protein
PIJIFBEC_00155	gene	1938				
PIJIFBEC_00155	CDS	1938				hypothetical protein
PIJIFBEC_00156	gene	1410	lysA			
PIJIFBEC_00156	CDS	1410	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
PIJIFBEC_00157	gene	1284	hom			
PIJIFBEC_00157	CDS	1284	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
PIJIFBEC_00158	gene	4767				
PIJIFBEC_00158	CDS	4767				hypothetical protein
PIJIFBEC_00159	gene	480				
PIJIFBEC_00159	CDS	480				hypothetical protein
PIJIFBEC_00160	gene	441				
PIJIFBEC_00160	CDS	441				hypothetical protein
PIJIFBEC_00161	gene	930				
PIJIFBEC_00161	CDS	930				hypothetical protein
PIJIFBEC_00162	gene	816	dnaJ_2			
PIJIFBEC_00162	CDS	816	dnaJ_2			Chaperone protein DnaJ
PIJIFBEC_00163	gene	1770	dnaK_1			
PIJIFBEC_00163	CDS	1770	dnaK_1		COG0443	Chaperone protein DnaK
PIJIFBEC_00164	gene	2091				
PIJIFBEC_00164	CDS	2091				hypothetical protein
PIJIFBEC_00165	gene	678	gph_1			
PIJIFBEC_00165	CDS	678	gph_1	3.1.3.18		Phosphoglycolate phosphatase
PIJIFBEC_00166	gene	387				
PIJIFBEC_00166	CDS	387				hypothetical protein
PIJIFBEC_00167	gene	225				
PIJIFBEC_00167	CDS	225				hypothetical protein
PIJIFBEC_00168	gene	201				
PIJIFBEC_00168	CDS	201				hypothetical protein
PIJIFBEC_00169	gene	942	metAA			
PIJIFBEC_00169	CDS	942	metAA	2.3.1.31		Homoserine O-acetyltransferase
PIJIFBEC_00170	gene	1131				
PIJIFBEC_00170	CDS	1131				hypothetical protein
PIJIFBEC_00171	gene	1362				
PIJIFBEC_00171	CDS	1362		5.1.1.21	COG0160	Isoleucine 2-epimerase
PIJIFBEC_00172	gene	1281				
PIJIFBEC_00172	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
PIJIFBEC_00173	gene	435				
PIJIFBEC_00173	CDS	435				hypothetical protein
PIJIFBEC_00174	gene	858	zupT_1			
PIJIFBEC_00174	CDS	858	zupT_1		COG0428	Zinc transporter ZupT
PIJIFBEC_00175	gene	783				
PIJIFBEC_00175	CDS	783				hypothetical protein
PIJIFBEC_00176	gene	279				
PIJIFBEC_00176	CDS	279				hypothetical protein
PIJIFBEC_00177	gene	312				
PIJIFBEC_00177	CDS	312				hypothetical protein
PIJIFBEC_00178	gene	285				
PIJIFBEC_00178	CDS	285				hypothetical protein
PIJIFBEC_00179	gene	435	rplM			
PIJIFBEC_00179	CDS	435	rplM		COG0102	50S ribosomal protein L13
PIJIFBEC_00180	gene	393	rpsI			
PIJIFBEC_00180	CDS	393	rpsI		COG0103	30S ribosomal protein S9
PIJIFBEC_00181	gene	540				
PIJIFBEC_00181	CDS	540				hypothetical protein
PIJIFBEC_00182	gene	276				
PIJIFBEC_00182	CDS	276				hypothetical protein
PIJIFBEC_00183	gene	618				
PIJIFBEC_00183	CDS	618				hypothetical protein
PIJIFBEC_00184	gene	582				
PIJIFBEC_00184	CDS	582				hypothetical protein
PIJIFBEC_00185	gene	1011	bioB_1			
PIJIFBEC_00185	CDS	1011	bioB_1	2.8.1.6		Biotin synthase
PIJIFBEC_00186	gene	930				
PIJIFBEC_00186	CDS	930				hypothetical protein
PIJIFBEC_00187	gene	828	ssuB			
PIJIFBEC_00187	CDS	828	ssuB	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
PIJIFBEC_00188	gene	1035				
PIJIFBEC_00188	CDS	1035				hypothetical protein
PIJIFBEC_00189	gene	1176				
PIJIFBEC_00189	CDS	1176				hypothetical protein
PIJIFBEC_00190	gene	660	lolD_1			
PIJIFBEC_00190	CDS	660	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PIJIFBEC_00191	gene	1245				
PIJIFBEC_00191	CDS	1245				hypothetical protein
PIJIFBEC_00192	gene	186				
PIJIFBEC_00192	CDS	186				hypothetical protein
PIJIFBEC_00193	gene	234				
PIJIFBEC_00193	CDS	234				hypothetical protein
PIJIFBEC_00194	gene	2088	glnA_1			
PIJIFBEC_00194	CDS	2088	glnA_1	6.3.1.2		Glutamine synthetase
PIJIFBEC_00195	gene	1302	sasA_2			
PIJIFBEC_00195	CDS	1302	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
PIJIFBEC_00196	gene	693	tcrA			
PIJIFBEC_00196	CDS	693	tcrA		COG0745	Transcriptional regulatory protein TcrA
PIJIFBEC_00197	gene	930				
PIJIFBEC_00197	CDS	930				hypothetical protein
PIJIFBEC_00198	gene	696				
PIJIFBEC_00198	CDS	696				hypothetical protein
PIJIFBEC_00199	gene	1812				
PIJIFBEC_00199	CDS	1812				hypothetical protein
PIJIFBEC_00200	gene	924	ilvE			
PIJIFBEC_00200	CDS	924	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
PIJIFBEC_00201	gene	1587	cimA			
PIJIFBEC_00201	CDS	1587	cimA	2.3.1.182	COG0119	(R)-citramalate synthase
PIJIFBEC_00202	gene	303				
PIJIFBEC_00202	CDS	303				hypothetical protein
PIJIFBEC_00203	gene	963				
PIJIFBEC_00203	CDS	963				hypothetical protein
PIJIFBEC_00204	gene	981				
PIJIFBEC_00204	CDS	981				hypothetical protein
PIJIFBEC_00205	gene	699				
PIJIFBEC_00205	CDS	699				hypothetical protein
PIJIFBEC_00206	gene	1071				
PIJIFBEC_00206	CDS	1071				hypothetical protein
PIJIFBEC_00207	gene	561	azoR			
PIJIFBEC_00207	CDS	561	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
PIJIFBEC_00208	gene	1029				
PIJIFBEC_00208	CDS	1029		3.1.4.-	COG2206	3'3'-cGAMP-specific phosphodiesterase 1
PIJIFBEC_00209	gene	312				
PIJIFBEC_00209	CDS	312				hypothetical protein
PIJIFBEC_00210	gene	558				
PIJIFBEC_00210	CDS	558				hypothetical protein
PIJIFBEC_00211	gene	2154				
PIJIFBEC_00211	CDS	2154		4.2.1.112		Acetylene hydratase
PIJIFBEC_00212	gene	708				
PIJIFBEC_00212	CDS	708				hypothetical protein
PIJIFBEC_00213	gene	750	cobB			
PIJIFBEC_00213	CDS	750	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
PIJIFBEC_00214	gene	465				
PIJIFBEC_00214	CDS	465				hypothetical protein
PIJIFBEC_00215	gene	111				
PIJIFBEC_00215	CDS	111				hypothetical protein
PIJIFBEC_00216	gene	696				
PIJIFBEC_00216	CDS	696				hypothetical protein
PIJIFBEC_00217	gene	1740				
PIJIFBEC_00217	CDS	1740				hypothetical protein
PIJIFBEC_00218	gene	597				
PIJIFBEC_00218	CDS	597				hypothetical protein
PIJIFBEC_00219	gene	519				
PIJIFBEC_00219	CDS	519				hypothetical protein
PIJIFBEC_00220	gene	1356				
PIJIFBEC_00220	CDS	1356				hypothetical protein
PIJIFBEC_00221	gene	609				
PIJIFBEC_00221	CDS	609				hypothetical protein
PIJIFBEC_00222	gene	609	ngr			
PIJIFBEC_00222	CDS	609	ngr		COG1592	Nigerythrin
PIJIFBEC_00223	gene	1491	apeA			
PIJIFBEC_00223	CDS	1491	apeA	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
PIJIFBEC_00224	gene	1392				
PIJIFBEC_00224	CDS	1392				hypothetical protein
PIJIFBEC_00225	gene	1521	guaB			
PIJIFBEC_00225	CDS	1521	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
PIJIFBEC_00226	gene	927	hdfR			
PIJIFBEC_00226	CDS	927	hdfR			HTH-type transcriptional regulator HdfR
PIJIFBEC_00227	gene	1257				
PIJIFBEC_00227	CDS	1257				L-lactate transporter
PIJIFBEC_00228	gene	1338				
PIJIFBEC_00228	CDS	1338		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
PIJIFBEC_00229	gene	660				
PIJIFBEC_00229	CDS	660				hypothetical protein
PIJIFBEC_00230	gene	1275				
PIJIFBEC_00230	CDS	1275				hypothetical protein
PIJIFBEC_00231	gene	1830				
PIJIFBEC_00231	CDS	1830				hypothetical protein
PIJIFBEC_00232	gene	1083				
PIJIFBEC_00232	CDS	1083				hypothetical protein
PIJIFBEC_00233	gene	1209	porA			
PIJIFBEC_00233	CDS	1209	porA	1.2.7.1	COG0674	Pyruvate synthase subunit PorA
PIJIFBEC_00234	gene	921	porB			
PIJIFBEC_00234	CDS	921	porB	1.2.7.1	COG1013	Pyruvate synthase subunit PorB
PIJIFBEC_00235	gene	795	yaaA			
PIJIFBEC_00235	CDS	795	yaaA		COG3022	Peroxide stress resistance protein YaaA
PIJIFBEC_00236	gene	1122				
PIJIFBEC_00236	CDS	1122				hypothetical protein
PIJIFBEC_00237	gene	1023				
PIJIFBEC_00237	CDS	1023				hypothetical protein
PIJIFBEC_00238	gene	2574	leuS			
PIJIFBEC_00238	CDS	2574	leuS	6.1.1.4		Leucine--tRNA ligase
PIJIFBEC_00239	gene	1209				
PIJIFBEC_00239	CDS	1209		1.-.-.-		NADH oxidase
PIJIFBEC_00240	gene	645				
PIJIFBEC_00240	CDS	645				hypothetical protein
PIJIFBEC_00241	gene	1551				
PIJIFBEC_00241	CDS	1551				hypothetical protein
PIJIFBEC_00242	gene	735				
PIJIFBEC_00242	CDS	735				hypothetical protein
PIJIFBEC_00243	gene	2202	phsA_1			
PIJIFBEC_00243	CDS	2202	phsA_1	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
PIJIFBEC_00244	gene	537	ttrB_1			
PIJIFBEC_00244	CDS	537	ttrB_1		COG0437	Tetrathionate reductase subunit B
PIJIFBEC_00245	gene	867				
PIJIFBEC_00245	CDS	867				hypothetical protein
PIJIFBEC_00246	gene	648	ttrB_2			
PIJIFBEC_00246	CDS	648	ttrB_2		COG0437	Tetrathionate reductase subunit B
PIJIFBEC_00247	gene	1434				
PIJIFBEC_00247	CDS	1434				hypothetical protein
