locus_tag	ftype	length_bp	gene	EC_number	COG	product
IMHIPDHA_00065	gene	1011				
IMHIPDHA_00065	CDS	1011				hypothetical protein
IMHIPDHA_00066	gene	702				
IMHIPDHA_00066	CDS	702				hypothetical protein
IMHIPDHA_00067	gene	405				
IMHIPDHA_00067	CDS	405				hypothetical protein
IMHIPDHA_00068	gene	501				
IMHIPDHA_00068	CDS	501				hypothetical protein
IMHIPDHA_00069	gene	756				
IMHIPDHA_00069	CDS	756				hypothetical protein
IMHIPDHA_00070	gene	546				
IMHIPDHA_00070	CDS	546				hypothetical protein
IMHIPDHA_00071	gene	453	smpB			
IMHIPDHA_00071	CDS	453	smpB		COG0691	SsrA-binding protein
IMHIPDHA_00072	gene	2748	metH_1			
IMHIPDHA_00072	CDS	2748	metH_1	2.1.1.13	COG0646	Methionine synthase
IMHIPDHA_00073	gene	600	nfrA1			
IMHIPDHA_00073	CDS	600	nfrA1	1.5.1.38	COG0778	FMN reductase (NADPH)
IMHIPDHA_00074	gene	126				
IMHIPDHA_00074	CDS	126				hypothetical protein
IMHIPDHA_00075	gene	1548	putP			
IMHIPDHA_00075	CDS	1548	putP		COG0591	High-affinity proline transporter PutP
IMHIPDHA_00076	gene	1392	mltF_1			
IMHIPDHA_00076	CDS	1392	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
IMHIPDHA_00077	gene	654	udk_1			
IMHIPDHA_00077	CDS	654	udk_1	2.7.1.48	COG0572	Uridine kinase
IMHIPDHA_00078	gene	300				
IMHIPDHA_00078	CDS	300				hypothetical protein
IMHIPDHA_00079	gene	2058	dsbD_1			
IMHIPDHA_00079	CDS	2058	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
IMHIPDHA_00080	gene	705	yhhW_1			
IMHIPDHA_00080	CDS	705	yhhW_1	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
IMHIPDHA_00081	gene	603	rpoE_1			
IMHIPDHA_00081	CDS	603	rpoE_1		COG1595	ECF RNA polymerase sigma factor RpoE
IMHIPDHA_00082	gene	990				
IMHIPDHA_00082	CDS	990				hypothetical protein
IMHIPDHA_00083	gene	135				
IMHIPDHA_00083	CDS	135				hypothetical protein
IMHIPDHA_00084	gene	3444				
IMHIPDHA_00084	CDS	3444				TonB-dependent receptor P39
IMHIPDHA_00085	gene	1392				
IMHIPDHA_00085	CDS	1392				SusD-like protein P38
IMHIPDHA_00086	gene	1965	bamB_1			
IMHIPDHA_00086	CDS	1965	bamB_1			Outer membrane protein assembly factor BamB
IMHIPDHA_00087	gene	882				
IMHIPDHA_00087	CDS	882				hypothetical protein
IMHIPDHA_00088	gene	1059				
IMHIPDHA_00088	CDS	1059				hypothetical protein
IMHIPDHA_00089	gene	900				
IMHIPDHA_00089	CDS	900				hypothetical protein
IMHIPDHA_00090	gene	1377	uhpC_1			
IMHIPDHA_00090	CDS	1377	uhpC_1		COG2271	Membrane sensor protein UhpC
IMHIPDHA_00091	gene	1566				
IMHIPDHA_00091	CDS	1566				hypothetical protein
IMHIPDHA_00092	gene	657				
IMHIPDHA_00092	CDS	657				hypothetical protein
IMHIPDHA_00093	gene	1908				
IMHIPDHA_00093	CDS	1908				hypothetical protein
IMHIPDHA_00094	gene	492				
IMHIPDHA_00094	CDS	492				hypothetical protein
IMHIPDHA_00095	gene	852	hisG			
IMHIPDHA_00095	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
IMHIPDHA_00096	gene	1290	hisD			
IMHIPDHA_00096	CDS	1290	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
IMHIPDHA_00097	gene	1110	hisC_1			
IMHIPDHA_00097	CDS	1110	hisC_1	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
IMHIPDHA_00098	gene	1125	hisB			
IMHIPDHA_00098	CDS	1125	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
IMHIPDHA_00099	gene	591				
IMHIPDHA_00099	CDS	591				hypothetical protein
IMHIPDHA_00100	gene	1926	nadE			
IMHIPDHA_00100	CDS	1926	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
IMHIPDHA_00101	gene	2934				
IMHIPDHA_00101	CDS	2934				TonB-dependent receptor P3
IMHIPDHA_00102	gene	1521				
IMHIPDHA_00102	CDS	1521				hypothetical protein
IMHIPDHA_00103	gene	891				
IMHIPDHA_00103	CDS	891				hypothetical protein
IMHIPDHA_00104	gene	1563				
IMHIPDHA_00104	CDS	1563				hypothetical protein
IMHIPDHA_00105	gene	2655				
IMHIPDHA_00105	CDS	2655				hypothetical protein
IMHIPDHA_00106	gene	1710				
IMHIPDHA_00106	CDS	1710				hypothetical protein
IMHIPDHA_00107	gene	2070				
IMHIPDHA_00107	CDS	2070				hypothetical protein
IMHIPDHA_00108	gene	759				
IMHIPDHA_00108	CDS	759				hypothetical protein
IMHIPDHA_00109	gene	501				
IMHIPDHA_00109	CDS	501				hypothetical protein
IMHIPDHA_00110	gene	384	perR			
IMHIPDHA_00110	CDS	384	perR		COG0735	Peroxide operon regulator
IMHIPDHA_00111	gene	561	rbr3A			
IMHIPDHA_00111	CDS	561	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
IMHIPDHA_00112	gene	636				
IMHIPDHA_00112	CDS	636				hypothetical protein
IMHIPDHA_00113	gene	465				
IMHIPDHA_00113	CDS	465				hypothetical protein
IMHIPDHA_00114	gene	300				
IMHIPDHA_00114	CDS	300				Thioredoxin C-2
IMHIPDHA_00115	gene	1128				
IMHIPDHA_00115	CDS	1128				hypothetical protein
IMHIPDHA_00116	gene	183				
IMHIPDHA_00116	CDS	183				hypothetical protein
IMHIPDHA_00117	gene	2157	dpp7_1			
IMHIPDHA_00117	CDS	2157	dpp7_1	3.4.14.-		Dipeptidyl-peptidase 7
IMHIPDHA_00118	gene	2160	dpp7_2			
IMHIPDHA_00118	CDS	2160	dpp7_2	3.4.14.-		Dipeptidyl-peptidase 7
IMHIPDHA_00119	gene	1245	chuR			
IMHIPDHA_00119	CDS	1245	chuR	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
IMHIPDHA_00120	gene	735				
IMHIPDHA_00120	CDS	735				hypothetical protein
IMHIPDHA_00121	gene	462				
IMHIPDHA_00121	CDS	462				hypothetical protein
IMHIPDHA_00122	gene	1314				
IMHIPDHA_00122	CDS	1314				hypothetical protein
IMHIPDHA_00123	gene	477				
IMHIPDHA_00123	CDS	477				hypothetical protein
IMHIPDHA_00124	gene	759	plsC			
IMHIPDHA_00124	CDS	759	plsC	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
IMHIPDHA_00125	gene	1296				
IMHIPDHA_00125	CDS	1296				hypothetical protein
IMHIPDHA_00126	gene	2868				
IMHIPDHA_00126	CDS	2868				hypothetical protein
IMHIPDHA_00127	gene	576				
IMHIPDHA_00127	CDS	576				hypothetical protein
IMHIPDHA_00128	gene	513	sigR			
IMHIPDHA_00128	CDS	513	sigR		COG1595	ECF RNA polymerase sigma factor SigR
IMHIPDHA_00129	gene	909	metH_2			
IMHIPDHA_00129	CDS	909	metH_2	2.1.1.13	COG0646	Methionine synthase
IMHIPDHA_00130	gene	1338	pyrC			
IMHIPDHA_00130	CDS	1338	pyrC	3.5.2.3	COG0044	Dihydroorotase
IMHIPDHA_00131	gene	744	ppm1			
IMHIPDHA_00131	CDS	744	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
IMHIPDHA_00132	gene	3363	mfd			
IMHIPDHA_00132	CDS	3363	mfd	3.6.4.-		Transcription-repair-coupling factor
IMHIPDHA_00133	gene	213				
IMHIPDHA_00133	CDS	213				hypothetical protein
IMHIPDHA_00134	gene	297				
IMHIPDHA_00134	CDS	297				hypothetical protein
IMHIPDHA_00135	gene	1860				
IMHIPDHA_00135	CDS	1860				hypothetical protein
IMHIPDHA_00136	gene	225				
IMHIPDHA_00136	CDS	225				hypothetical protein
IMHIPDHA_00137	gene	318				
IMHIPDHA_00137	CDS	318				hypothetical protein
IMHIPDHA_00138	gene	2910				
IMHIPDHA_00138	CDS	2910				hypothetical protein
IMHIPDHA_00139	gene	1992	nagB_1			
IMHIPDHA_00139	CDS	1992	nagB_1	3.5.99.6		Glucosamine-6-phosphate deaminase
IMHIPDHA_00140	gene	777	yafV			
IMHIPDHA_00140	CDS	777	yafV	3.5.1.3		Omega-amidase YafV
IMHIPDHA_00141	gene	555				
IMHIPDHA_00141	CDS	555				hypothetical protein
IMHIPDHA_00142	gene	270				
IMHIPDHA_00142	CDS	270				hypothetical protein
IMHIPDHA_00143	gene	954	xerC_1			
IMHIPDHA_00143	CDS	954	xerC_1			Tyrosine recombinase XerC
IMHIPDHA_00144	gene	750				
IMHIPDHA_00144	CDS	750				hypothetical protein
IMHIPDHA_00145	gene	1218				
IMHIPDHA_00145	CDS	1218				hypothetical protein
IMHIPDHA_00146	gene	1464				
IMHIPDHA_00146	CDS	1464				hypothetical protein
IMHIPDHA_00147	gene	2217				
IMHIPDHA_00147	CDS	2217				hypothetical protein
IMHIPDHA_00148	gene	1257	bepF_1			
IMHIPDHA_00148	CDS	1257	bepF_1			Efflux pump periplasmic linker BepF
IMHIPDHA_00149	gene	3105	bepE_1			
IMHIPDHA_00149	CDS	3105	bepE_1			Efflux pump membrane transporter BepE
IMHIPDHA_00150	gene	1380	oprM_1			
IMHIPDHA_00150	CDS	1380	oprM_1		COG1538	Outer membrane protein OprM
IMHIPDHA_00151	gene	1662				
IMHIPDHA_00151	CDS	1662				IS1182 family transposase ISBf3
IMHIPDHA_00152	gene	1647	pfp_1			
IMHIPDHA_00152	CDS	1647	pfp_1	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
IMHIPDHA_00153	gene	894				
IMHIPDHA_00153	CDS	894				hypothetical protein
IMHIPDHA_00154	gene	1344	pdhD			
IMHIPDHA_00154	CDS	1344	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
IMHIPDHA_00155	gene	723	lplJ			
IMHIPDHA_00155	CDS	723	lplJ	6.3.1.20	COG0095	Lipoate-protein ligase LplJ
IMHIPDHA_00156	gene	1314	pdhC			
IMHIPDHA_00156	CDS	1314	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
IMHIPDHA_00157	gene	2037	dxs_1			
IMHIPDHA_00157	CDS	2037	dxs_1	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
IMHIPDHA_00158	gene	507	isiB			
IMHIPDHA_00158	CDS	507	isiB			Flavodoxin
IMHIPDHA_00159	gene	849				
IMHIPDHA_00159	CDS	849				hypothetical protein
IMHIPDHA_00160	gene	1347				
IMHIPDHA_00160	CDS	1347				hypothetical protein
IMHIPDHA_00161	gene	1596				
IMHIPDHA_00161	CDS	1596				hypothetical protein
IMHIPDHA_00162	gene	807				
IMHIPDHA_00162	CDS	807				hypothetical protein
IMHIPDHA_00163	gene	471	guaD			
IMHIPDHA_00163	CDS	471	guaD	3.5.4.3	COG0590	Guanine deaminase
IMHIPDHA_00164	gene	987				
IMHIPDHA_00164	CDS	987		1.-.-.-		Oxidoreductase P35
IMHIPDHA_00165	gene	1224				
IMHIPDHA_00165	CDS	1224				hypothetical protein
IMHIPDHA_00166	gene	1425				
IMHIPDHA_00166	CDS	1425				hypothetical protein
IMHIPDHA_00167	gene	1515				
IMHIPDHA_00167	CDS	1515				hypothetical protein
IMHIPDHA_00168	gene	1482				
IMHIPDHA_00168	CDS	1482				SusD-like protein P25
IMHIPDHA_00169	gene	3117				
IMHIPDHA_00169	CDS	3117				TonB-dependent receptor P3
IMHIPDHA_00170	gene	1203				
IMHIPDHA_00170	CDS	1203				hypothetical protein
IMHIPDHA_00171	gene	951				
IMHIPDHA_00171	CDS	951				hypothetical protein
IMHIPDHA_00172	gene	2490				
IMHIPDHA_00172	CDS	2490		3.2.1.31		Putative beta-glucuronidase
IMHIPDHA_00173	gene	1260				
IMHIPDHA_00173	CDS	1260		3.2.1.-		Unsaturated glucuronyl hydrolase
IMHIPDHA_00174	gene	4236	rcsC_1			
IMHIPDHA_00174	CDS	4236	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
IMHIPDHA_00175	gene	840	mltF_2			
IMHIPDHA_00175	CDS	840	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
IMHIPDHA_00176	gene	2052				
IMHIPDHA_00176	CDS	2052				hypothetical protein
IMHIPDHA_00177	gene	543				
IMHIPDHA_00177	CDS	543				hypothetical protein
IMHIPDHA_00178	gene	765	korB_1			
IMHIPDHA_00178	CDS	765	korB_1	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
IMHIPDHA_00179	gene	174				
IMHIPDHA_00179	CDS	174				hypothetical protein
IMHIPDHA_00180	gene	1083	korA_1			
IMHIPDHA_00180	CDS	1083	korA_1	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
IMHIPDHA_00181	gene	228	rsxB_1			
IMHIPDHA_00181	CDS	228	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
IMHIPDHA_00182	gene	282				
IMHIPDHA_00182	CDS	282				hypothetical protein
IMHIPDHA_00183	gene	549				
IMHIPDHA_00183	CDS	549				hypothetical protein
IMHIPDHA_00184	gene	978				
IMHIPDHA_00184	CDS	978				hypothetical protein
IMHIPDHA_00185	gene	3327				
IMHIPDHA_00185	CDS	3327				TonB-dependent receptor P3
IMHIPDHA_00186	gene	1818				
IMHIPDHA_00186	CDS	1818				hypothetical protein
IMHIPDHA_00187	gene	1707				
IMHIPDHA_00187	CDS	1707				hypothetical protein
IMHIPDHA_00188	gene	4371				
IMHIPDHA_00188	CDS	4371				hypothetical protein
IMHIPDHA_00189	gene	222				
IMHIPDHA_00189	CDS	222				hypothetical protein
IMHIPDHA_00190	gene	414				
IMHIPDHA_00190	CDS	414				hypothetical protein
IMHIPDHA_00191	gene	228				
IMHIPDHA_00191	CDS	228				hypothetical protein
IMHIPDHA_00192	gene	90				
IMHIPDHA_00192	CDS	90				hypothetical protein
IMHIPDHA_00193	gene	438				
IMHIPDHA_00193	CDS	438				hypothetical protein
IMHIPDHA_00194	gene	1758				
IMHIPDHA_00194	CDS	1758				hypothetical protein
IMHIPDHA_00195	gene	480				
IMHIPDHA_00195	CDS	480				hypothetical protein
IMHIPDHA_00196	gene	1860				
IMHIPDHA_00196	CDS	1860				hypothetical protein
IMHIPDHA_00197	gene	96				
IMHIPDHA_00197	CDS	96				hypothetical protein
IMHIPDHA_00198	gene	2280				
IMHIPDHA_00198	CDS	2280				hypothetical protein
IMHIPDHA_00199	gene	1806	glmS_1			
IMHIPDHA_00199	CDS	1806	glmS_1	5.4.99.1		Glutamate mutase sigma subunit
IMHIPDHA_00200	gene	1572	sglT_1			
IMHIPDHA_00200	CDS	1572	sglT_1			Sodium/glucose cotransporter
IMHIPDHA_00201	gene	1002				
IMHIPDHA_00201	CDS	1002				IS110 family transposase ISCaa7
IMHIPDHA_00202	gene	678				
IMHIPDHA_00202	CDS	678				hypothetical protein
IMHIPDHA_00203	gene	1011	hemE			
IMHIPDHA_00203	CDS	1011	hemE	4.1.1.37	COG0407	Uroporphyrinogen decarboxylase
IMHIPDHA_00204	gene	435	rpiB			
IMHIPDHA_00204	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
IMHIPDHA_00205	gene	2010	tkt			
IMHIPDHA_00205	CDS	2010	tkt	2.2.1.1		Transketolase
IMHIPDHA_00206	gene	1545	abf2			
IMHIPDHA_00206	CDS	1545	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
IMHIPDHA_00207	gene	2403				
IMHIPDHA_00207	CDS	2403				hypothetical protein
IMHIPDHA_00208	gene	1596	xylB_1			
IMHIPDHA_00208	CDS	1596	xylB_1	2.7.1.17		Xylulose kinase
IMHIPDHA_00209	gene	1527	araA			
IMHIPDHA_00209	CDS	1527	araA	5.3.1.4		L-arabinose isomerase
IMHIPDHA_00210	gene	684	ulaF			
IMHIPDHA_00210	CDS	684	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
IMHIPDHA_00211	gene	744				
IMHIPDHA_00211	CDS	744				hypothetical protein
IMHIPDHA_00212	gene	1695	sglT_2			
IMHIPDHA_00212	CDS	1695	sglT_2			Sodium/glucose cotransporter
IMHIPDHA_00213	gene	1140	mro_1			
IMHIPDHA_00213	CDS	1140	mro_1	5.1.3.3	COG2017	Aldose 1-epimerase
IMHIPDHA_00214	gene	1983				
IMHIPDHA_00214	CDS	1983		3.2.1.55		Extracellular exo-alpha-L-arabinofuranosidase
IMHIPDHA_00215	gene	1155	galK			
IMHIPDHA_00215	CDS	1155	galK	2.7.1.6	COG0153	Galactokinase
IMHIPDHA_00216	gene	1341				
IMHIPDHA_00216	CDS	1341				hypothetical protein
IMHIPDHA_00217	gene	1098	mro_2			
IMHIPDHA_00217	CDS	1098	mro_2	5.1.3.3	COG2017	Aldose 1-epimerase
IMHIPDHA_00218	gene	972	manA_1			
IMHIPDHA_00218	CDS	972	manA_1	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
IMHIPDHA_00219	gene	966	xerC_2			
IMHIPDHA_00219	CDS	966	xerC_2			Tyrosine recombinase XerC
IMHIPDHA_00220	gene	579	rfaH_1			
IMHIPDHA_00220	CDS	579	rfaH_1			Transcription antitermination protein RfaH
IMHIPDHA_00221	gene	750				
IMHIPDHA_00221	CDS	750				hypothetical protein
IMHIPDHA_00222	gene	426				
IMHIPDHA_00222	CDS	426				hypothetical protein
IMHIPDHA_00223	gene	108				
IMHIPDHA_00223	CDS	108				hypothetical protein
IMHIPDHA_00224	gene	489				
IMHIPDHA_00224	CDS	489				hypothetical protein
IMHIPDHA_00225	gene	219				
IMHIPDHA_00225	CDS	219				hypothetical protein
IMHIPDHA_00226	gene	1833				
IMHIPDHA_00226	CDS	1833				hypothetical protein
IMHIPDHA_00227	gene	630				
IMHIPDHA_00227	CDS	630				hypothetical protein
IMHIPDHA_00228	gene	150				
IMHIPDHA_00228	CDS	150				hypothetical protein
IMHIPDHA_00229	gene	1407				
IMHIPDHA_00229	CDS	1407				hypothetical protein
IMHIPDHA_00230	gene	807				
IMHIPDHA_00230	CDS	807				hypothetical protein
IMHIPDHA_00231	gene	2424	ptk_1			
IMHIPDHA_00231	CDS	2424	ptk_1	2.7.10.-	COG0489	Tyrosine-protein kinase ptk
IMHIPDHA_00232	gene	1314	tuaD_1			
IMHIPDHA_00232	CDS	1314	tuaD_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
IMHIPDHA_00233	gene	1548				
IMHIPDHA_00233	CDS	1548				hypothetical protein
IMHIPDHA_00234	gene	99				
IMHIPDHA_00234	CDS	99				hypothetical protein
IMHIPDHA_00235	gene	993				
IMHIPDHA_00235	CDS	993				hypothetical protein
IMHIPDHA_00236	gene	732				
IMHIPDHA_00236	CDS	732				hypothetical protein
IMHIPDHA_00237	gene	1023				
IMHIPDHA_00237	CDS	1023				hypothetical protein
IMHIPDHA_00238	gene	576				
IMHIPDHA_00238	CDS	576		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
IMHIPDHA_00239	gene	864				
IMHIPDHA_00239	CDS	864				hypothetical protein
IMHIPDHA_00240	gene	684				
IMHIPDHA_00240	CDS	684				hypothetical protein
IMHIPDHA_00241	gene	1110				
IMHIPDHA_00241	CDS	1110				hypothetical protein
IMHIPDHA_00242	gene	1206				
IMHIPDHA_00242	CDS	1206				hypothetical protein
IMHIPDHA_00243	gene	1002				
IMHIPDHA_00243	CDS	1002				hypothetical protein
IMHIPDHA_00244	gene	963				
IMHIPDHA_00244	CDS	963				hypothetical protein
IMHIPDHA_00245	gene	1167	mshA_1			
IMHIPDHA_00245	CDS	1167	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMHIPDHA_00246	gene	969	arnC_1			
IMHIPDHA_00246	CDS	969	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
IMHIPDHA_00247	gene	963				
IMHIPDHA_00247	CDS	963				hypothetical protein
IMHIPDHA_00248	gene	1323				
IMHIPDHA_00248	CDS	1323				hypothetical protein
IMHIPDHA_00249	gene	909				
IMHIPDHA_00249	CDS	909				hypothetical protein
IMHIPDHA_00250	gene	516				
IMHIPDHA_00250	CDS	516				hypothetical protein
IMHIPDHA_00251	gene	555	mshA_2			
IMHIPDHA_00251	CDS	555	mshA_2	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
IMHIPDHA_00252	gene	735	tagA			
IMHIPDHA_00252	CDS	735	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
IMHIPDHA_00253	gene	324	rfbB_1			
IMHIPDHA_00253	CDS	324	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
IMHIPDHA_00254	gene	318				
