locus_tag	ftype	length_bp	gene	EC_number	COG	product
GFCNNLLB_00027	gene	522	cpoB_1			
GFCNNLLB_00027	CDS	522	cpoB_1			Cell division coordinator CpoB
GFCNNLLB_00028	gene	1269	hflX			
GFCNNLLB_00028	CDS	1269	hflX		COG2262	GTPase HflX
GFCNNLLB_00029	gene	840	rhaS_1			
GFCNNLLB_00029	CDS	840	rhaS_1			HTH-type transcriptional activator RhaS
GFCNNLLB_00030	gene	858	dapF_1			
GFCNNLLB_00030	CDS	858	dapF_1	5.1.1.7	COG0253	Diaminopimelate epimerase
GFCNNLLB_00031	gene	3339	addB			
GFCNNLLB_00031	CDS	3339	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
GFCNNLLB_00032	gene	3666	addA			
GFCNNLLB_00032	CDS	3666	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
GFCNNLLB_00033	gene	324				
GFCNNLLB_00033	CDS	324				hypothetical protein
GFCNNLLB_00034	gene	789				
GFCNNLLB_00034	CDS	789				hypothetical protein
GFCNNLLB_00035	gene	966				
GFCNNLLB_00035	CDS	966				hypothetical protein
GFCNNLLB_00036	gene	198				
GFCNNLLB_00036	CDS	198				hypothetical protein
GFCNNLLB_00037	gene	318				
GFCNNLLB_00037	CDS	318				hypothetical protein
GFCNNLLB_00038	gene	567				
GFCNNLLB_00038	CDS	567				hypothetical protein
GFCNNLLB_00039	gene	366				
GFCNNLLB_00039	CDS	366				hypothetical protein
GFCNNLLB_00040	gene	276				
GFCNNLLB_00040	CDS	276				hypothetical protein
GFCNNLLB_00041	gene	1305	eriC			
GFCNNLLB_00041	CDS	1305	eriC		COG0038	Chloride/fluoride channel protein
GFCNNLLB_00042	gene	1683	pgcA			
GFCNNLLB_00042	CDS	1683	pgcA	5.4.2.2		Phosphoglucomutase
GFCNNLLB_00043	gene	888				
GFCNNLLB_00043	CDS	888				hypothetical protein
GFCNNLLB_00044	gene	1446				
GFCNNLLB_00044	CDS	1446				hypothetical protein
GFCNNLLB_00045	gene	867				
GFCNNLLB_00045	CDS	867				hypothetical protein
GFCNNLLB_00046	gene	960	btuD_1			
GFCNNLLB_00046	CDS	960	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
GFCNNLLB_00047	gene	2565	nagZ			
GFCNNLLB_00047	CDS	2565	nagZ	3.2.1.52		Beta-hexosaminidase
GFCNNLLB_00048	gene	684				
GFCNNLLB_00048	CDS	684				putative protein
GFCNNLLB_00049	gene	1497	galT			
GFCNNLLB_00049	CDS	1497	galT	2.7.7.12		Galactose-1-phosphate uridylyltransferase
GFCNNLLB_00050	gene	1170	galK			
GFCNNLLB_00050	CDS	1170	galK	2.7.1.6	COG0153	Galactokinase
GFCNNLLB_00051	gene	966	melR_1			
GFCNNLLB_00051	CDS	966	melR_1			Melibiose operon regulatory protein
GFCNNLLB_00052	gene	1398	alsT_1			
GFCNNLLB_00052	CDS	1398	alsT_1		COG1115	Amino-acid carrier protein AlsT
GFCNNLLB_00053	gene	528	hmpT			
GFCNNLLB_00053	CDS	528	hmpT		COG4720	Thiamine precursor transporter HmpT
GFCNNLLB_00054	gene	1476				
GFCNNLLB_00054	CDS	1476				hypothetical protein
GFCNNLLB_00055	gene	285				
GFCNNLLB_00055	CDS	285				hypothetical protein
GFCNNLLB_00056	gene	243				
GFCNNLLB_00056	CDS	243				hypothetical protein
GFCNNLLB_00057	gene	711	mcbR			
GFCNNLLB_00057	CDS	711	mcbR		COG1802	HTH-type transcriptional regulator McbR
GFCNNLLB_00058	gene	606	mtnB			
GFCNNLLB_00058	CDS	606	mtnB	4.2.1.109	COG0235	Methylthioribulose-1-phosphate dehydratase
GFCNNLLB_00059	gene	1263				
GFCNNLLB_00059	CDS	1263				hypothetical protein
GFCNNLLB_00060	gene	1005				
GFCNNLLB_00060	CDS	1005				hypothetical protein
GFCNNLLB_00061	gene	1014	kdgT_1			
GFCNNLLB_00061	CDS	1014	kdgT_1			2-keto-3-deoxygluconate permease
GFCNNLLB_00062	gene	786	eryH_1			
GFCNNLLB_00062	CDS	786	eryH_1	5.3.1.33		L-erythrulose-1-phosphate isomerase
GFCNNLLB_00063	gene	441	rpiB_1			
GFCNNLLB_00063	CDS	441	rpiB_1	5.3.1.6	COG0698	Ribose-5-P isomerase B
GFCNNLLB_00064	gene	861	fbaA			
GFCNNLLB_00064	CDS	861	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
GFCNNLLB_00065	gene	1311				
GFCNNLLB_00065	CDS	1311				L-lactate transporter
GFCNNLLB_00066	gene	888	dapA_1			
GFCNNLLB_00066	CDS	888	dapA_1	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
GFCNNLLB_00067	gene	1152	mdh			
GFCNNLLB_00067	CDS	1152	mdh	1.1.1.244		NAD-dependent methanol dehydrogenase
GFCNNLLB_00068	gene	786	iolB			
GFCNNLLB_00068	CDS	786	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
GFCNNLLB_00069	gene	1932	iolD			
GFCNNLLB_00069	CDS	1932	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
GFCNNLLB_00070	gene	1035	iolC			
GFCNNLLB_00070	CDS	1035	iolC	2.7.1.92	COG0524	5-dehydro-2-deoxygluconokinase
GFCNNLLB_00071	gene	2073				
GFCNNLLB_00071	CDS	2073				hypothetical protein
GFCNNLLB_00072	gene	921				
GFCNNLLB_00072	CDS	921				hypothetical protein
GFCNNLLB_00073	gene	897	iolE_1			
GFCNNLLB_00073	CDS	897	iolE_1	4.2.1.44	COG1082	Inosose dehydratase
GFCNNLLB_00074	gene	834	iolI			
GFCNNLLB_00074	CDS	834	iolI	5.3.99.11	COG1082	Inosose isomerase
GFCNNLLB_00075	gene	1005	iolG_1			
GFCNNLLB_00075	CDS	1005	iolG_1	1.1.1.18	COG0673	Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
GFCNNLLB_00076	gene	1026	purR_1			
GFCNNLLB_00076	CDS	1026	purR_1			HTH-type transcriptional repressor PurR
GFCNNLLB_00077	gene	1026				
GFCNNLLB_00077	CDS	1026				hypothetical protein
GFCNNLLB_00078	gene	513	ycdZ			
GFCNNLLB_00078	CDS	513	ycdZ			Inner membrane protein YcdZ
GFCNNLLB_00079	gene	669	deoC			
GFCNNLLB_00079	CDS	669	deoC	4.1.2.4		Deoxyribose-phosphate aldolase
GFCNNLLB_00080	gene	1197	deoB_1			
GFCNNLLB_00080	CDS	1197	deoB_1	5.4.2.7	COG1015	Phosphopentomutase
GFCNNLLB_00081	gene	1203	nupX			
GFCNNLLB_00081	CDS	1203	nupX		COG1972	Putative nucleoside permease NupX
GFCNNLLB_00082	gene	780	udp_1			
GFCNNLLB_00082	CDS	780	udp_1	2.4.2.3	COG2820	Uridine phosphorylase
GFCNNLLB_00083	gene	816				
GFCNNLLB_00083	CDS	816				hypothetical protein
GFCNNLLB_00084	gene	861				
GFCNNLLB_00084	CDS	861				hypothetical protein
GFCNNLLB_00085	gene	813	punA			
GFCNNLLB_00085	CDS	813	punA	2.4.2.1		Purine nucleoside phosphorylase 1
GFCNNLLB_00086	gene	969	add			
GFCNNLLB_00086	CDS	969	add	3.5.4.4	COG1816	Adenosine deaminase
GFCNNLLB_00087	gene	453	cdd			
GFCNNLLB_00087	CDS	453	cdd	3.5.4.5	COG0295	Cytidine deaminase
GFCNNLLB_00088	gene	786	udp_2			
GFCNNLLB_00088	CDS	786	udp_2	2.4.2.3	COG2820	Uridine phosphorylase
GFCNNLLB_00089	gene	606	cmk_1			
GFCNNLLB_00089	CDS	606	cmk_1	2.7.4.25		Cytidylate kinase
GFCNNLLB_00090	gene	1416	xylP_1			
GFCNNLLB_00090	CDS	1416	xylP_1			Isoprimeverose transporter
GFCNNLLB_00091	gene	1014	iolG_2			
GFCNNLLB_00091	CDS	1014	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
GFCNNLLB_00092	gene	900	iolE_2			
GFCNNLLB_00092	CDS	900	iolE_2	4.2.1.44	COG1082	Inosose dehydratase
GFCNNLLB_00093	gene	1653	cheB_1			
GFCNNLLB_00093	CDS	1653	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
GFCNNLLB_00094	gene	1734				
GFCNNLLB_00094	CDS	1734				hypothetical protein
GFCNNLLB_00095	gene	1002	thpA			
GFCNNLLB_00095	CDS	1002	thpA		COG1879	D-threitol-binding protein
GFCNNLLB_00096	gene	1026	purR_2			
GFCNNLLB_00096	CDS	1026	purR_2			HTH-type transcriptional repressor PurR
GFCNNLLB_00097	gene	1302	eno_2			
GFCNNLLB_00097	CDS	1302	eno_2	4.2.1.11		Enolase
GFCNNLLB_00098	gene	423				
GFCNNLLB_00098	CDS	423			COG0716	Flavodoxin
GFCNNLLB_00099	gene	564				
GFCNNLLB_00099	CDS	564				hypothetical protein
GFCNNLLB_00100	gene	642	ktrA_1			
GFCNNLLB_00100	CDS	642	ktrA_1		COG0569	Ktr system potassium uptake protein A
GFCNNLLB_00101	gene	1383	ktrB			
GFCNNLLB_00101	CDS	1383	ktrB		COG0168	Ktr system potassium uptake protein B
GFCNNLLB_00102	gene	2079	ctpC			
GFCNNLLB_00102	CDS	2079	ctpC	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
GFCNNLLB_00103	gene	318				
GFCNNLLB_00103	CDS	318				hypothetical protein
GFCNNLLB_00104	gene	402				
GFCNNLLB_00104	CDS	402				hypothetical protein
GFCNNLLB_00105	gene	363				
GFCNNLLB_00105	CDS	363				hypothetical protein
GFCNNLLB_00106	gene	162				
GFCNNLLB_00106	CDS	162				hypothetical protein
GFCNNLLB_00107	gene	210				
GFCNNLLB_00107	CDS	210				hypothetical protein
GFCNNLLB_00108	gene	2184	feoB_1			
GFCNNLLB_00108	CDS	2184	feoB_1		COG0370	Fe(2+) transporter FeoB
GFCNNLLB_00109	gene	219				
GFCNNLLB_00109	CDS	219				hypothetical protein
GFCNNLLB_00110	gene	210				
GFCNNLLB_00110	CDS	210				hypothetical protein
GFCNNLLB_00111	gene	381	mntR_1			
GFCNNLLB_00111	CDS	381	mntR_1		COG1321	Transcriptional regulator MntR
GFCNNLLB_00112	gene	522				
GFCNNLLB_00112	CDS	522				hypothetical protein
GFCNNLLB_00113	gene	1122	metE			
GFCNNLLB_00113	CDS	1122	metE	2.1.1.14		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
GFCNNLLB_00114	gene	76				
GFCNNLLB_00114	tRNA	76				tRNA-Pro(cgg)
GFCNNLLB_00115	gene	71				
GFCNNLLB_00115	tRNA	71				tRNA-Gln(ctg)
GFCNNLLB_00116	gene	71				
GFCNNLLB_00116	tRNA	71				tRNA-Gln(ctg)
GFCNNLLB_00117	gene	291				
GFCNNLLB_00117	CDS	291				hypothetical protein
GFCNNLLB_00118	gene	1320	mepA_1			
GFCNNLLB_00118	CDS	1320	mepA_1		COG0534	Multidrug export protein MepA
GFCNNLLB_00119	gene	144				
GFCNNLLB_00119	CDS	144				hypothetical protein
GFCNNLLB_00120	gene	801				
GFCNNLLB_00120	CDS	801				hypothetical protein
GFCNNLLB_00121	gene	1215	dapL			
GFCNNLLB_00121	CDS	1215	dapL	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
GFCNNLLB_00122	gene	849	dapF_2			
GFCNNLLB_00122	CDS	849	dapF_2	5.1.1.7	COG0253	Diaminopimelate epimerase
GFCNNLLB_00123	gene	549				
GFCNNLLB_00123	CDS	549				hypothetical protein
GFCNNLLB_00124	gene	1332	glnA_1			
GFCNNLLB_00124	CDS	1332	glnA_1	6.3.1.2	COG0174	Glutamine synthetase
GFCNNLLB_00125	gene	1200	norV			
GFCNNLLB_00125	CDS	1200	norV		COG0426	Anaerobic nitric oxide reductase flavorubredoxin
GFCNNLLB_00126	gene	1095	sasA_2			
GFCNNLLB_00126	CDS	1095	sasA_2	2.7.-.-		Adaptive-response sensory-kinase SasA
GFCNNLLB_00127	gene	714	kdpE_1			
GFCNNLLB_00127	CDS	714	kdpE_1		COG0745	KDP operon transcriptional regulatory protein KdpE
GFCNNLLB_00128	gene	480	yicL_1			
GFCNNLLB_00128	CDS	480	yicL_1		COG0697	putative inner membrane transporter YicL
GFCNNLLB_00129	gene	2259	glgP_1			
GFCNNLLB_00129	CDS	2259	glgP_1	2.4.1.1	COG0058	Glycogen phosphorylase
GFCNNLLB_00130	gene	870	rhaS_2			
GFCNNLLB_00130	CDS	870	rhaS_2			HTH-type transcriptional activator RhaS
GFCNNLLB_00131	gene	1809				
GFCNNLLB_00131	CDS	1809				hypothetical protein
GFCNNLLB_00132	gene	1422				
GFCNNLLB_00132	CDS	1422				hypothetical protein
GFCNNLLB_00133	gene	891	mamB			
GFCNNLLB_00133	CDS	891	mamB			Magnetosome protein MamB
GFCNNLLB_00134	gene	1206	Int-Tn_1			
GFCNNLLB_00134	CDS	1206	Int-Tn_1			Transposase from transposon Tn916
GFCNNLLB_00135	gene	234				
GFCNNLLB_00135	CDS	234				hypothetical protein
GFCNNLLB_00136	gene	1134				
GFCNNLLB_00136	CDS	1134				hypothetical protein
GFCNNLLB_00137	gene	333				
GFCNNLLB_00137	CDS	333				hypothetical protein
GFCNNLLB_00138	gene	117				
GFCNNLLB_00138	CDS	117				hypothetical protein
GFCNNLLB_00139	gene	840				
GFCNNLLB_00139	CDS	840				hypothetical protein
GFCNNLLB_00140	gene	369				
GFCNNLLB_00140	CDS	369				hypothetical protein
GFCNNLLB_00141	gene	1134				
GFCNNLLB_00141	CDS	1134				hypothetical protein
GFCNNLLB_00142	gene	672				
GFCNNLLB_00142	CDS	672				hypothetical protein
GFCNNLLB_00143	gene	699				
GFCNNLLB_00143	CDS	699				hypothetical protein
GFCNNLLB_00144	gene	1545				
GFCNNLLB_00144	CDS	1545				hypothetical protein
GFCNNLLB_00145	gene	1659				
GFCNNLLB_00145	CDS	1659				hypothetical protein
GFCNNLLB_00146	gene	1380				
GFCNNLLB_00146	CDS	1380				hypothetical protein
GFCNNLLB_00147	gene	2679				
GFCNNLLB_00147	CDS	2679				hypothetical protein
GFCNNLLB_00148	gene	1017	yfdH			
GFCNNLLB_00148	CDS	1017	yfdH	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
GFCNNLLB_00149	gene	1323	sasA_3			
GFCNNLLB_00149	CDS	1323	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
GFCNNLLB_00150	gene	675	phoB			
GFCNNLLB_00150	CDS	675	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
GFCNNLLB_00151	gene	654	phoU			
GFCNNLLB_00151	CDS	654	phoU		COG0704	Phosphate-specific transport system accessory protein PhoU 
GFCNNLLB_00152	gene	750	pstB3_1			
GFCNNLLB_00152	CDS	750	pstB3_1	7.3.2.1	COG1117	Phosphate import ATP-binding protein PstB 3
GFCNNLLB_00153	gene	864				
GFCNNLLB_00153	CDS	864				hypothetical protein
GFCNNLLB_00154	gene	876	pstC_1			
GFCNNLLB_00154	CDS	876	pstC_1		COG0573	Phosphate transport system permease protein PstC
GFCNNLLB_00155	gene	906	pstS2			
GFCNNLLB_00155	CDS	906	pstS2		COG0226	Phosphate-binding protein PstS 2
GFCNNLLB_00156	gene	861	rlmL_1			
GFCNNLLB_00156	CDS	861	rlmL_1	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
GFCNNLLB_00157	gene	1365	uidB			
GFCNNLLB_00157	CDS	1365	uidB		COG2211	Glucuronide carrier protein
GFCNNLLB_00158	gene	1026	yjmD			
GFCNNLLB_00158	CDS	1026	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
GFCNNLLB_00159	gene	273				
GFCNNLLB_00159	CDS	273				hypothetical protein
GFCNNLLB_00160	gene	1110	nanK			
GFCNNLLB_00160	CDS	1110	nanK	2.7.1.60		N-acetylmannosamine kinase
GFCNNLLB_00161	gene	648				
GFCNNLLB_00161	CDS	648		3.1.3.-	COG0637	Phosphorylated carbohydrates phosphatase
GFCNNLLB_00162	gene	162				
GFCNNLLB_00162	CDS	162				hypothetical protein
GFCNNLLB_00163	gene	942	cynR_1			
GFCNNLLB_00163	CDS	942	cynR_1			HTH-type transcriptional regulator CynR
GFCNNLLB_00164	gene	1218	alaA			
GFCNNLLB_00164	CDS	1218	alaA	2.6.1.2	COG0436	Glutamate-pyruvate aminotransferase AlaA
GFCNNLLB_00165	gene	882				
GFCNNLLB_00165	CDS	882				hypothetical protein
GFCNNLLB_00166	gene	1350	dtpT_1			
GFCNNLLB_00166	CDS	1350	dtpT_1		COG3104	Di-/tripeptide transporter
GFCNNLLB_00167	gene	1401	apeA_1			
GFCNNLLB_00167	CDS	1401	apeA_1	3.4.11.-	COG1362	putative M18 family aminopeptidase 1
GFCNNLLB_00168	gene	870	hdfR			
GFCNNLLB_00168	CDS	870	hdfR			HTH-type transcriptional regulator HdfR
GFCNNLLB_00169	gene	693	gntR_1			
GFCNNLLB_00169	CDS	693	gntR_1			putative D-xylose utilization operon transcriptional repressor
GFCNNLLB_00170	gene	1320	apeB			
GFCNNLLB_00170	CDS	1320	apeB	3.4.11.-	COG1362	putative M18 family aminopeptidase 2
GFCNNLLB_00171	gene	345	pepT_1			
GFCNNLLB_00171	CDS	345	pepT_1	3.4.11.4		Peptidase T
GFCNNLLB_00172	gene	534	yfcE			
GFCNNLLB_00172	CDS	534	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
GFCNNLLB_00173	gene	2439	ctpE			
GFCNNLLB_00173	CDS	2439	ctpE	7.2.2.10	COG0474	Calcium-transporting ATPase CtpE
GFCNNLLB_00174	gene	657				
GFCNNLLB_00174	CDS	657				hypothetical protein
GFCNNLLB_00175	gene	1875	recQ			
GFCNNLLB_00175	CDS	1875	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
GFCNNLLB_00176	gene	237				
GFCNNLLB_00176	CDS	237				hypothetical protein
GFCNNLLB_00177	gene	1578	hcp			
GFCNNLLB_00177	CDS	1578	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
GFCNNLLB_00178	gene	291				
GFCNNLLB_00178	CDS	291				hypothetical protein
GFCNNLLB_00179	gene	633	pdg			
GFCNNLLB_00179	CDS	633	pdg			Ultraviolet N-glycosylase/AP lyase
GFCNNLLB_00180	gene	555				
GFCNNLLB_00180	CDS	555				hypothetical protein
GFCNNLLB_00181	gene	1011				
GFCNNLLB_00181	CDS	1011				hypothetical protein
GFCNNLLB_00182	gene	816				
GFCNNLLB_00182	CDS	816				hypothetical protein
GFCNNLLB_00183	gene	549				
GFCNNLLB_00183	CDS	549				hypothetical protein
GFCNNLLB_00184	gene	915	nadA			
GFCNNLLB_00184	CDS	915	nadA	2.5.1.72	COG0379	Quinolinate synthase A
GFCNNLLB_00185	gene	252				
GFCNNLLB_00185	CDS	252				hypothetical protein
GFCNNLLB_00186	gene	1176	patB_1			
GFCNNLLB_00186	CDS	1176	patB_1	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
GFCNNLLB_00187	gene	1146	mccB			
GFCNNLLB_00187	CDS	1146	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
GFCNNLLB_00188	gene	1155	ttcA			
GFCNNLLB_00188	CDS	1155	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
GFCNNLLB_00189	gene	447	cymR_1			
GFCNNLLB_00189	CDS	447	cymR_1			HTH-type transcriptional regulator CymR
GFCNNLLB_00190	gene	1311				
GFCNNLLB_00190	CDS	1311		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
GFCNNLLB_00191	gene	933	cysK1			
GFCNNLLB_00191	CDS	933	cysK1	2.5.1.47	COG0031	O-acetylserine sulfhydrylase
GFCNNLLB_00192	gene	384				
GFCNNLLB_00192	CDS	384				hypothetical protein
GFCNNLLB_00193	gene	966	yqjG_1			
GFCNNLLB_00193	CDS	966	yqjG_1	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
GFCNNLLB_00194	gene	759	tcyN			
GFCNNLLB_00194	CDS	759	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
GFCNNLLB_00195	gene	744	yxeN_1			
GFCNNLLB_00195	CDS	744	yxeN_1			putative amino-acid permease protein YxeN
GFCNNLLB_00196	gene	876	tcyA_1			
GFCNNLLB_00196	CDS	876	tcyA_1		COG0834	L-cystine-binding protein TcyA
GFCNNLLB_00197	gene	432				
GFCNNLLB_00197	CDS	432				hypothetical protein
GFCNNLLB_00198	gene	1038				
GFCNNLLB_00198	CDS	1038				hypothetical protein
GFCNNLLB_00199	gene	1188				
GFCNNLLB_00199	CDS	1188				hypothetical protein
GFCNNLLB_00200	gene	447	yqjG_2			
GFCNNLLB_00200	CDS	447	yqjG_2	1.8.5.7	COG0435	Glutathionyl-hydroquinone reductase YqjG
GFCNNLLB_00201	gene	582	pdxT			
GFCNNLLB_00201	CDS	582	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
GFCNNLLB_00202	gene	930	pdxS			
GFCNNLLB_00202	CDS	930	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
GFCNNLLB_00203	gene	1413	ygjI			
GFCNNLLB_00203	CDS	1413	ygjI		COG0531	Inner membrane transporter YgjI
GFCNNLLB_00204	gene	2049				
GFCNNLLB_00204	CDS	2049				hypothetical protein
GFCNNLLB_00205	gene	1275	yihN			
GFCNNLLB_00205	CDS	1275	yihN			Inner membrane protein YihN
GFCNNLLB_00206	gene	660				
GFCNNLLB_00206	CDS	660				hypothetical protein
GFCNNLLB_00207	gene	624				
GFCNNLLB_00207	CDS	624				hypothetical protein
GFCNNLLB_00208	gene	693				
GFCNNLLB_00208	CDS	693				hypothetical protein
GFCNNLLB_00209	gene	546				
GFCNNLLB_00209	CDS	546				hypothetical protein
GFCNNLLB_00210	gene	423				
GFCNNLLB_00210	CDS	423				hypothetical protein
GFCNNLLB_00211	gene	111				
GFCNNLLB_00211	CDS	111				hypothetical protein
GFCNNLLB_00212	gene	435	cymR_2			
GFCNNLLB_00212	CDS	435	cymR_2			HTH-type transcriptional regulator CymR
GFCNNLLB_00213	gene	546				
GFCNNLLB_00213	CDS	546				hypothetical protein
GFCNNLLB_00214	gene	1182				
GFCNNLLB_00214	CDS	1182				hypothetical protein
GFCNNLLB_00215	gene	1194				
GFCNNLLB_00215	CDS	1194				hypothetical protein
GFCNNLLB_00216	gene	627	ttdB			
GFCNNLLB_00216	CDS	627	ttdB	4.2.1.32	COG1838	L(+)-tartrate dehydratase subunit beta
GFCNNLLB_00217	gene	900	ttdA_1			
GFCNNLLB_00217	CDS	900	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
GFCNNLLB_00218	gene	1269	sdcS			
GFCNNLLB_00218	CDS	1269	sdcS			Sodium-dependent dicarboxylate transporter SdcS
GFCNNLLB_00219	gene	645	rspR_1			
GFCNNLLB_00219	CDS	645	rspR_1		COG1802	HTH-type transcriptional repressor RspR
GFCNNLLB_00220	gene	606				
GFCNNLLB_00220	CDS	606				hypothetical protein
GFCNNLLB_00221	gene	432				
GFCNNLLB_00221	CDS	432				hypothetical protein
GFCNNLLB_00222	gene	1749				
GFCNNLLB_00222	CDS	1749				hypothetical protein
GFCNNLLB_00223	gene	468	yfkJ			
GFCNNLLB_00223	CDS	468	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
GFCNNLLB_00224	gene	513				
GFCNNLLB_00224	CDS	513				hypothetical protein
GFCNNLLB_00225	gene	3345				
GFCNNLLB_00225	CDS	3345				hypothetical protein
GFCNNLLB_00226	gene	537				
GFCNNLLB_00226	CDS	537				hypothetical protein
GFCNNLLB_00227	gene	1128				
GFCNNLLB_00227	CDS	1128				hypothetical protein
GFCNNLLB_00228	gene	969	xerC_1			
GFCNNLLB_00228	CDS	969	xerC_1		COG4974	Tyrosine recombinase XerC
GFCNNLLB_00229	gene	1119				
GFCNNLLB_00229	CDS	1119				hypothetical protein
GFCNNLLB_00230	gene	909				
GFCNNLLB_00230	CDS	909				hypothetical protein
GFCNNLLB_00231	gene	1503				
GFCNNLLB_00231	CDS	1503		2.1.1.72	COG0286	putative type I restriction enzymeP M protein
GFCNNLLB_00232	gene	1050				
GFCNNLLB_00232	CDS	1050				hypothetical protein
